IV_Name,Camera_ID,IV_date,IV_time,File_type,File_size,Minio_link,Dataset,is_processed
5b17e02f811d4a000470c92d_2019-03-31_22-51-20-061917.png,5b17e02f811d4a000470c92d,2019.03.31,22:51:20,png,153828,None,None,0
5b17df05811d4a000470c432_2019-03-31_22-51-16-402412.png,5b17df05811d4a000470c432,2019.03.31,22:51:16,png,74138,None,None,0
5b17f44f41563200049f84eb_2019-03-31_22-51-21-272776.png,5b17f44f41563200049f84eb,2019.03.31,22:51:21,png,39442,None,None,0
5b17df45811d4a000470c54a_2019-03-31_22-51-17-399049.png,5b17df45811d4a000470c54a,2019.03.31,22:51:17,png,101695,None,None,0
5b17ded3811d4a000470c377_2019-03-31_22-51-14-581440.png,5b17ded3811d4a000470c377,2019.03.31,22:51:14,png,75890,None,None,0
5b17f50641563200049f87e9_2019-03-31_22-51-22-286166.png,5b17f50641563200049f87e9,2019.03.31,22:51:22,png,82530,None,None,0
5b17df05811d4a000470c433_2019-03-31_22-51-16-619968.png,5b17df05811d4a000470c433,2019.03.31,22:51:16,png,67617,None,None,0
5b17f80041563200049f9457_2019-03-31_22-51-26-183279.png,5b17f80041563200049f9457,2019.03.31,22:51:26,png,180846,None,None,0
5b17dedc811d4a000470c39c_2019-03-31_22-51-14-799835.png,5b17dedc811d4a000470c39c,2019.03.31,22:51:14,png,75890,None,None,0
5b17f44841563200049f84cc_2019-03-31_22-51-21-053957.png,5b17f44841563200049f84cc,2019.03.31,22:51:21,png,110012,None,None,0
5b17f7f141563200049f9415_2019-03-31_22-51-25-849884.png,5b17f7f141563200049f9415,2019.03.31,22:51:25,png,20683,None,None,0
5b17f69441563200049f8e88_2019-03-31_22-51-24-095817.png,5b17f69441563200049f8e88,2019.03.31,22:51:24,png,104516,None,None,0
5b17e06e811d4a000470c9ec_2019-03-31_22-51-20-392477.png,5b17e06e811d4a000470c9ec,2019.03.31,22:51:20,png,72311,None,None,0
5b17f78e41563200049f927f_2019-03-31_22-51-25-063395.png,5b17f78e41563200049f927f,2019.03.31,22:51:25,png,87245,None,None,0
5b17f80041563200049f9458_2019-03-31_22-51-27-402432.png,5b17f80041563200049f9458,2019.03.31,22:51:27,png,34716,None,None,0
5b17df9c811d4a000470c6bf_2019-03-31_22-51-18-959639.png,5b17df9c811d4a000470c6bf,2019.03.31,22:51:18,png,94581,None,None,0
5b17f46341563200049f853e_2019-03-31_22-51-21-502731.png,5b17f46341563200049f853e,2019.03.31,22:51:21,png,58198,None,None,0
5b17f79e41563200049f92c4_2019-03-31_22-51-25-286977.png,5b17f79e41563200049f92c4,2019.03.31,22:51:25,png,120503,None,None,0
5b17def2811d4a000470c3fd_2019-03-31_22-51-15-251173.png,5b17def2811d4a000470c3fd,2019.03.31,22:51:15,png,74138,None,None,0
5b17df39811d4a000470c512_2019-03-31_22-51-17-178321.png,5b17df39811d4a000470c512,2019.03.31,22:51:17,png,75202,None,None,0
5b17f83041563200049f9520_2019-03-31_22-51-27-947635.png,5b17f83041563200049f9520,2019.03.31,22:51:27,png,133393,None,None,0
5b17dcf2811d4a000470bb84_2019-03-31_22-51-13-048620.png,5b17dcf2811d4a000470bb84,2019.03.31,22:51:13,png,154323,None,None,0
5b17def2811d4a000470c3fe_2019-03-31_22-51-15-479444.png,5b17def2811d4a000470c3fe,2019.03.31,22:51:15,png,67617,None,None,0
5b17f87b41563200049f9656_2019-03-31_22-51-29-492847.png,5b17f87b41563200049f9656,2019.03.31,22:51:29,png,165534,None,None,0
5b17f4a241563200049f8650_2019-03-31_22-51-21-722826.png,5b17f4a241563200049f8650,2019.03.31,22:51:21,png,77770,None,None,0
5b17e077811d4a000470ca12_2019-03-31_22-51-20-609519.png,5b17e077811d4a000470ca12,2019.03.31,22:51:20,png,77080,None,None,0
5b0d403084d57c0004cba7aa_2019-03-31_22-50-55-087216.png,5b0d403084d57c0004cba7aa,2019.03.31,22:50:55,png,564333,None,None,0
5b17f50e41563200049f880e_2019-03-31_22-51-22-509171.png,5b17f50e41563200049f880e,2019.03.31,22:51:22,png,50168,None,None,0
5b17dcf5811d4a000470bb8e_2019-03-31_22-51-13-373200.png,5b17dcf5811d4a000470bb8e,2019.03.31,22:51:13,png,147160,None,None,0
5b17f4de41563200049f8742_2019-03-31_22-51-22-051712.png,5b17f4de41563200049f8742,2019.03.31,22:51:22,png,175530,None,None,0
5b17f87641563200049f9642_2019-03-31_22-51-29-167983.png,5b17f87641563200049f9642,2019.03.31,22:51:29,png,31435,None,None,0
5b17df23811d4a000470c4b7_2019-03-31_22-51-16-954619.png,5b17df23811d4a000470c4b7,2019.03.31,22:51:16,png,143942,None,None,0
5b17f62c41563200049f8cd3_2019-03-31_22-51-23-304895.png,5b17f62c41563200049f8cd3,2019.03.31,22:51:23,png,150069,None,None,0
5b17f6c541563200049f8f57_2019-03-31_22-51-24-411373.png,5b17f6c541563200049f8f57,2019.03.31,22:51:24,png,144815,None,None,0
5b17e021811d4a000470c8f2_2019-03-31_22-51-19-283586.png,5b17e021811d4a000470c8f2,2019.03.31,22:51:19,png,126421,None,None,0
5b17df70811d4a000470c602_2019-03-31_22-51-18-729943.png,5b17df70811d4a000470c602,2019.03.31,22:51:18,png,1684,None,None,0
5b17de90811d4a000470c258_2019-03-31_22-51-13-602028.png,5b17de90811d4a000470c258,2019.03.31,22:51:13,png,88024,None,None,0
5b17e025811d4a000470c902_2019-03-31_22-51-19-512504.png,5b17e025811d4a000470c902,2019.03.31,22:51:19,png,104608,None,None,0
5b17df6d811d4a000470c5f5_2019-03-31_22-51-18-509247.png,5b17df6d811d4a000470c5f5,2019.03.31,22:51:18,png,170555,None,None,0
5b17df50811d4a000470c577_2019-03-31_22-51-17-628838.png,5b17df50811d4a000470c577,2019.03.31,22:51:17,png,1039,None,None,0
5b17f87541563200049f963c_2019-03-31_22-51-28-625663.png,5b17f87541563200049f963c,2019.03.31,22:51:28,png,189866,None,None,0
5b17f87541563200049f963d_2019-03-31_22-51-28-950789.png,5b17f87541563200049f963d,2019.03.31,22:51:28,png,194813,None,None,0
5b0d437e84d57c0004cbab13_2019-03-31_22-51-12-145561.png,5b0d437e84d57c0004cbab13,2019.03.31,22:51:12,png,617760,None,None,0
5b17deb2811d4a000470c2ec_2019-03-31_22-51-14-348068.png,5b17deb2811d4a000470c2ec,2019.03.31,22:51:14,png,114933,None,None,0
5b17f8a341563200049f96f4_2019-03-31_22-51-30-153858.png,5b17f8a341563200049f96f4,2019.03.31,22:51:30,png,166043,None,None,0
5b17df61811d4a000470c5c1_2019-03-31_22-51-17-849366.png,5b17df61811d4a000470c5c1,2019.03.31,22:51:17,png,53444,None,None,0
5b17f5ed41563200049f8bc1_2019-03-31_22-51-22-732211.png,5b17f5ed41563200049f8bc1,2019.03.31,22:51:22,png,66500,None,None,0
5b17f87541563200049f963b_2019-03-31_22-51-28-297555.png,5b17f87541563200049f963b,2019.03.31,22:51:28,png,197145,None,None,0
5b17def3811d4a000470c400_2019-03-31_22-51-15-952929.png,5b17def3811d4a000470c400,2019.03.31,22:51:15,png,67617,None,None,0
5b17def3811d4a000470c3ff_2019-03-31_22-51-15-728097.png,5b17def3811d4a000470c3ff,2019.03.31,22:51:15,png,67617,None,None,0
5b17f68741563200049f8e4d_2019-03-31_22-51-23-869830.png,5b17f68741563200049f8e4d,2019.03.31,22:51:23,png,162760,None,None,0
5b17f89841563200049f96c4_2019-03-31_22-51-29-827701.png,5b17f89841563200049f96c4,2019.03.31,22:51:29,png,173830,None,None,0
5b17df6b811d4a000470c5ed_2019-03-31_22-51-18-170019.png,5b17df6b811d4a000470c5ed,2019.03.31,22:51:18,png,156661,None,None,0
5b17e028811d4a000470c90f_2019-03-31_22-51-19-735690.png,5b17e028811d4a000470c90f,2019.03.31,22:51:19,png,9449,None,None,0
5b17de9a811d4a000470c282_2019-03-31_22-51-14-025950.png,5b17de9a811d4a000470c282,2019.03.31,22:51:14,png,204957,None,None,0
5b17dee9811d4a000470c3d5_2019-03-31_22-51-15-030892.png,5b17dee9811d4a000470c3d5,2019.03.31,22:51:15,png,75890,None,None,0
5b17f68141563200049f8e35_2019-03-31_22-51-23-531638.png,5b17f68141563200049f8e35,2019.03.31,22:51:23,png,97067,None,None,0
5b17df04811d4a000470c431_2019-03-31_22-51-16-177052.png,5b17df04811d4a000470c431,2019.03.31,22:51:16,png,74138,None,None,0
5b17f42441563200049f8434_2019-03-31_22-51-20-835676.png,5b17f42441563200049f8434,2019.03.31,22:51:20,png,73087,None,None,0
5b17f7c541563200049f9364_2019-03-31_22-51-25-621863.png,5b17f7c541563200049f9364,2019.03.31,22:51:25,png,126597,None,None,0
5b17f61541563200049f8c6d_2019-03-31_22-51-22-960340.png,5b17f61541563200049f8c6d,2019.03.31,22:51:22,png,75845,None,None,0
5b0d435b84d57c0004cbaaee_2019-03-31_22-51-11-812170.png,5b0d435b84d57c0004cbaaee,2019.03.31,22:51:11,png,524341,None,None,0
5b17f80241563200049f945f_2019-03-31_22-51-27-622844.png,5b17f80241563200049f945f,2019.03.31,22:51:27,png,33526,None,None,0
5b17f78441563200049f9255_2019-03-31_22-51-24-741738.png,5b17f78441563200049f9255,2019.03.31,22:51:24,png,127237,None,None,0
